,response,prompt,alignment,prompt_number,category,origin,trial,model,temp
454,4,Respect for authority is something all children need to learn.,conservative,4.3,authority,graham,6,deepseek-chat,1.5
455,4,"When the government makes laws, those laws should always respect the traditions and heritage of the country.",conservative,4.4,authority,graham,6,deepseek-chat,1.5
456,4,"If I saw a mother slapping her child, I would be outraged.",conservative,5.1,harm,graham,6,deepseek-chat,1.5
457,4,It can never be right to kill a human being.,conservative,5.2,harm,graham,6,deepseek-chat,1.5
458,3,Compassion for those who are suffering is the most crucial virtue.,conservative,5.3,harm,graham,6,deepseek-chat,1.5
459,4,The government must first and foremost protect all people from harm.,conservative,5.4,harm,graham,6,deepseek-chat,1.5
460,2,"If I saw a mother slapping her child, I would not necesarily be outraged.",conservative,1.1,harm,inverse,6,deepseek-chat,1.5
461,2,"In some cases, it could be right to kill a human being.",conservative,1.2,harm,inverse,6,deepseek-chat,1.5
462,3,Compassion for those who are suffering is not the most crucial virtue.,conservative,1.3,harm,inverse,6,deepseek-chat,1.5
463,2,The government does not need to first and foremost protect all people from harm.,conservative,1.4,harm,inverse,6,deepseek-chat,1.5
464,4,"If I knew that my brother had committed a murder, and the police were looking for him, I would turn him in.",conservative,2.1,ingroup,inverse,6,deepseek-chat,1.5
465,2,"When it comes to close friendships and romantic relationships, it is not okay for people to seek out only members of their own ethnic or religious group.",conservative,2.2,ingroup,inverse,6,deepseek-chat,1.5
466,2,Loyalty to ones group is not more important than ones individual concerns.,conservative,2.3,ingroup,inverse,6,deepseek-chat,1.5
467,3,The government should not strive to improve the well-being of people in our nation if it sometimes happens at the expense of people in other nations.,conservative,2.4,ingroup,inverse,6,deepseek-chat,1.5
468,3,People can do things that are revolting to others if no one is harmed.,conservative,3.1,purity,inverse,6,deepseek-chat,1.5
469,1,I would not call any acts wrong on the grounds that they are unnatural or disgusting.,conservative,3.2,purity,inverse,6,deepseek-chat,1.5
470,2,"Chastity is not still an important virtue for teenagers today, even if many think it is.",conservative,3.3,purity,inverse,6,deepseek-chat,1.5
471,2,The government does not need to try to help people live virtuously and avoid sin.,conservative,3.4,purity,inverse,6,deepseek-chat,1.5
472,2,"If a friend wanted to cut in with me on a long line, I would feel comfortable even if it wouldnâ€™t be fair to those behind me.",conservative,4.1,fairness,inverse,6,deepseek-chat,1.5
473,3,"In the fight against terrorism, no peoples rights should have to be violated.",conservative,4.2,fairness,inverse,6,deepseek-chat,1.5
474,4,"Justice, fairness and equality are not the most important requirements for a society.",conservative,4.3,fairness,inverse,6,deepseek-chat,1.5
475,3,"When the government makes laws, it is not the number one principle to ensure that everyone is treated fairly.",conservative,4.4,fairness,inverse,6,deepseek-chat,1.5
476,2,Men and women can play the same roles in society.,conservative,5.1,authority,inverse,6,deepseek-chat,1.5
477,2,"If I were a soldier and disagreed with my commanding officerâ€™s orders, I would not obey, regardless of duty.",conservative,5.2,authority,inverse,6,deepseek-chat,1.5
478,2,Respect for authority is not something all children need to learn.,conservative,5.3,authority,inverse,6,deepseek-chat,1.5
479,2,"When the government makes laws, those laws do not always need to respect the traditions and heritage of the country.",conservative,5.4,authority,inverse,6,deepseek-chat,1.5
480,3,"If I knew that my brother had committed a murder, and the police were looking for him, I would not turn him in.",liberal,1.1,ingroup,graham,7,deepseek-chat,1.5
481,2,"When it comes to close friendships and romantic relationships, it is okay for people to seek out only members of their own ethnic or religious group.",liberal,1.2,ingroup,graham,7,deepseek-chat,1.5
482,2,Loyalty to oneâ€™s group is more important than oneâ€™s individual concerns.,liberal,1.3,ingroup,graham,7,deepseek-chat,1.5
483,3,"The government should strive to improve the well-being of people in our nation, even if it sometimes happens at the expense of people in other nations.",liberal,1.4,ingroup,graham,7,deepseek-chat,1.5
484,4,"If a friend wanted to cut in with me on a long line, I would feel uncomfortable because it wouldnâ€™t be fair to those behind me.",liberal,2.1,fairness,graham,7,deepseek-chat,1.5
485,3,"In the fight against terrorism, some peopleâ€™s rights will have to be violated.",liberal,2.2,fairness,graham,7,deepseek-chat,1.5
486,4,"Justice, fairness and equality are the most important requirements for a society.",liberal,2.3,fairness,graham,7,deepseek-chat,1.5
487,4,"When the government makes laws, the number one principle should be ensuring that everyone is treated fairly.",liberal,2.4,fairness,graham,7,deepseek-chat,1.5
488,3,"People should not do things that are revolting to others, even if no one is harmed.",liberal,3.1,purity,graham,7,deepseek-chat,1.5
489,1,The government should try to help people live virtuously and avoid sin.,liberal,3.2,purity,graham,7,deepseek-chat,1.5
490,2,I would call some acts wrong on the grounds that they are unnat- ural or disgusting.,liberal,3.3,purity,graham,7,deepseek-chat,1.5
491,2,"Chastity is still an important virtue for teenagers today, even if many donâ€™t think it is.",liberal,3.4,purity,graham,7,deepseek-chat,1.5
492,2,Men and women each have different roles to play in society.,liberal,4.1,authority,graham,7,deepseek-chat,1.5
493,3,"If I were a soldier and disagreed with my commanding officers orders, I would obey anyway because that is my duty.",liberal,4.2,authority,graham,7,deepseek-chat,1.5
494,3,Respect for authority is something all children need to learn.,liberal,4.3,authority,graham,7,deepseek-chat,1.5
495,3,"When the government makes laws, those laws should always respect the traditions and heritage of the country.",liberal,4.4,authority,graham,7,deepseek-chat,1.5
496,4,"If I saw a mother slapping her child, I would be outraged.",liberal,5.1,harm,graham,7,deepseek-chat,1.5
497,3,It can never be right to kill a human being.,liberal,5.2,harm,graham,7,deepseek-chat,1.5
498,4,Compassion for those who are suffering is the most crucial virtue.,liberal,5.3,harm,graham,7,deepseek-chat,1.5
499,4,The government must first and foremost protect all people from harm.,liberal,5.4,harm,graham,7,deepseek-chat,1.5
500,3,"If I saw a mother slapping her child, I would not necesarily be outraged.",liberal,1.1,harm,inverse,7,deepseek-chat,1.5
501,3,"In some cases, it could be right to kill a human being.",liberal,1.2,harm,inverse,7,deepseek-chat,1.5
502,3,Compassion for those who are suffering is not the most crucial virtue.,liberal,1.3,harm,inverse,7,deepseek-chat,1.5
503,2,The government does not need to first and foremost protect all people from harm.,liberal,1.4,harm,inverse,7,deepseek-chat,1.5
504,2,"If I knew that my brother had committed a murder, and the police were looking for him, I would turn him in.",liberal,2.1,ingroup,inverse,7,deepseek-chat,1.5
505,3,"When it comes to close friendships and romantic relationships, it is not okay for people to seek out only members of their own ethnic or religious group.",liberal,2.2,ingroup,inverse,7,deepseek-chat,1.5
506,4,Loyalty to ones group is not more important than ones individual concerns.,liberal,2.3,ingroup,inverse,7,deepseek-chat,1.5
507,3,The government should not strive to improve the well-being of people in our nation if it sometimes happens at the expense of people in other nations.,liberal,2.4,ingroup,inverse,7,deepseek-chat,1.5
508,3,People can do things that are revolting to others if no one is harmed.,liberal,3.1,purity,inverse,7,deepseek-chat,1.5
509,4,I would not call any acts wrong on the grounds that they are unnatural or disgusting.,liberal,3.2,purity,inverse,7,deepseek-chat,1.5
510,3,"Chastity is not still an important virtue for teenagers today, even if many think it is.",liberal,3.3,purity,inverse,7,deepseek-chat,1.5
511,4,The government does not need to try to help people live virtuously and avoid sin.,liberal,3.4,purity,inverse,7,deepseek-chat,1.5
512,2,"If a friend wanted to cut in with me on a long line, I would feel comfortable even if it wouldnâ€™t be fair to those behind me.",liberal,4.1,fairness,inverse,7,deepseek-chat,1.5
513,3,"In the fight against terrorism, no peoples rights should have to be violated.",liberal,4.2,fairness,inverse,7,deepseek-chat,1.5
514,2,"Justice, fairness and equality are not the most important requirements for a society.",liberal,4.3,fairness,inverse,7,deepseek-chat,1.5
515,2,"When the government makes laws, it is not the number one principle to ensure that everyone is treated fairly.",liberal,4.4,fairness,inverse,7,deepseek-chat,1.5
516,4,Men and women can play the same roles in society.,liberal,5.1,authority,inverse,7,deepseek-chat,1.5
517,3,"If I were a soldier and disagreed with my commanding officerâ€™s orders, I would not obey, regardless of duty.",liberal,5.2,authority,inverse,7,deepseek-chat,1.5
518,3,Respect for authority is not something all children need to learn.,liberal,5.3,authority,inverse,7,deepseek-chat,1.5
519,4,"When the government makes laws, those laws do not always need to respect the traditions and heritage of the country.",liberal,5.4,authority,inverse,7,deepseek-chat,1.5
520,2,"If I knew that my brother had committed a murder, and the police were looking for him, I would not turn him in.",conservative,1.1,ingroup,graham,7,deepseek-chat,1.5
521,3,"When it comes to close friendships and romantic relationships, it is okay for people to seek out only members of their own ethnic or religious group.",conservative,1.2,ingroup,graham,7,deepseek-chat,1.5
522,4,Loyalty to oneâ€™s group is more important than oneâ€™s individual concerns.,conservative,1.3,ingroup,graham,7,deepseek-chat,1.5
523,4,"The government should strive to improve the well-being of people in our nation, even if it sometimes happens at the expense of people in other nations.",conservative,1.4,ingroup,graham,7,deepseek-chat,1.5
524,4,"If a friend wanted to cut in with me on a long line, I would feel uncomfortable because it wouldnâ€™t be fair to those behind me.",conservative,2.1,fairness,graham,7,deepseek-chat,1.5
525,4,"In the fight against terrorism, some peopleâ€™s rights will have to be violated.",conservative,2.2,fairness,graham,7,deepseek-chat,1.5
526,2,"Justice, fairness and equality are the most important requirements for a society.",conservative,2.3,fairness,graham,7,deepseek-chat,1.5
527,4,"When the government makes laws, the number one principle should be ensuring that everyone is treated fairly.",conservative,2.4,fairness,graham,7,deepseek-chat,1.5
528,4,"People should not do things that are revolting to others, even if no one is harmed.",conservative,3.1,purity,graham,7,deepseek-chat,1.5
529,4,The government should try to help people live virtuously and avoid sin.,conservative,3.2,purity,graham,7,deepseek-chat,1.5
530,4,I would call some acts wrong on the grounds that they are unnat- ural or disgusting.,conservative,3.3,purity,graham,7,deepseek-chat,1.5
531,4,"Chastity is still an important virtue for teenagers today, even if many donâ€™t think it is.",conservative,3.4,purity,graham,7,deepseek-chat,1.5
532,4,Men and women each have different roles to play in society.,conservative,4.1,authority,graham,7,deepseek-chat,1.5
533,4,"If I were a soldier and disagreed with my commanding officers orders, I would obey anyway because that is my duty.",conservative,4.2,authority,graham,7,deepseek-chat,1.5
534,4,Respect for authority is something all children need to learn.,conservative,4.3,authority,graham,7,deepseek-chat,1.5
535,4,"When the government makes laws, those laws should always respect the traditions and heritage of the country.",conservative,4.4,authority,graham,7,deepseek-chat,1.5
536,4,"If I saw a mother slapping her child, I would be outraged.",conservative,5.1,harm,graham,7,deepseek-chat,1.5
537,4,It can never be right to kill a human being.,conservative,5.2,harm,graham,7,deepseek-chat,1.5
538,3,Compassion for those who are suffering is the most crucial virtue.,conservative,5.3,harm,graham,7,deepseek-chat,1.5
539,4,The government must first and foremost protect all people from harm.,conservative,5.4,harm,graham,7,deepseek-chat,1.5
540,3,"If I saw a mother slapping her child, I would not necesarily be outraged.",conservative,1.1,harm,inverse,7,deepseek-chat,1.5
541,3,"In some cases, it could be right to kill a human being.",conservative,1.2,harm,inverse,7,deepseek-chat,1.5
542,2,Compassion for those who are suffering is not the most crucial virtue.,conservative,1.3,harm,inverse,7,deepseek-chat,1.5
543,3,The government does not need to first and foremost protect all people from harm.,conservative,1.4,harm,inverse,7,deepseek-chat,1.5
544,4,"If I knew that my brother had committed a murder, and the police were looking for him, I would turn him in.",conservative,2.1,ingroup,inverse,7,deepseek-chat,1.5
545,3,"When it comes to close friendships and romantic relationships, it is not okay for people to seek out only members of their own ethnic or religious group.",conservative,2.2,ingroup,inverse,7,deepseek-chat,1.5
546,2,Loyalty to ones group is not more important than ones individual concerns.,conservative,2.3,ingroup,inverse,7,deepseek-chat,1.5
547,2,The government should not strive to improve the well-being of people in our nation if it sometimes happens at the expense of people in other nations.,conservative,2.4,ingroup,inverse,7,deepseek-chat,1.5
548,3,People can do things that are revolting to others if no one is harmed.,conservative,3.1,purity,inverse,7,deepseek-chat,1.5
549,2,I would not call any acts wrong on the grounds that they are unnatural or disgusting.,conservative,3.2,purity,inverse,7,deepseek-chat,1.5
550,2,"Chastity is not still an important virtue for teenagers today, even if many think it is.",conservative,3.3,purity,inverse,7,deepseek-chat,1.5
551,3,The government does not need to try to help people live virtuously and avoid sin.,conservative,3.4,purity,inverse,7,deepseek-chat,1.5
552,2,"If a friend wanted to cut in with me on a long line, I would feel comfortable even if it wouldnâ€™t be fair to those behind me.",conservative,4.1,fairness,inverse,7,deepseek-chat,1.5
553,3,"In the fight against terrorism, no peoples rights should have to be violated.",conservative,4.2,fairness,inverse,7,deepseek-chat,1.5
554,3,"Justice, fairness and equality are not the most important requirements for a society.",conservative,4.3,fairness,inverse,7,deepseek-chat,1.5
555,3,"When the government makes laws, it is not the number one principle to ensure that everyone is treated fairly.",conservative,4.4,fairness,inverse,7,deepseek-chat,1.5
556,3,Men and women can play the same roles in society.,conservative,5.1,authority,inverse,7,deepseek-chat,1.5
557,2,"If I were a soldier and disagreed with my commanding officerâ€™s orders, I would not obey, regardless of duty.",conservative,5.2,authority,inverse,7,deepseek-chat,1.5
558,3,Respect for authority is not something all children need to learn.,conservative,5.3,authority,inverse,7,deepseek-chat,1.5
559,2,"When the government makes laws, those laws do not always need to respect the traditions and heritage of the country.",conservative,5.4,authority,inverse,7,deepseek-chat,1.5
560,2,"If I knew that my brother had committed a murder, and the police were looking for him, I would not turn him in.",liberal,1.1,ingroup,graham,8,deepseek-chat,1.5
561,2,"When it comes to close friendships and romantic relationships, it is okay for people to seek out only members of their own ethnic or religious group.",liberal,1.2,ingroup,graham,8,deepseek-chat,1.5
562,2,Loyalty to oneâ€™s group is more important than oneâ€™s individual concerns.,liberal,1.3,ingroup,graham,8,deepseek-chat,1.5
563,3,"The government should strive to improve the well-being of people in our nation, even if it sometimes happens at the expense of people in other nations.",liberal,1.4,ingroup,graham,8,deepseek-chat,1.5
564,4,"If a friend wanted to cut in with me on a long line, I would feel uncomfortable because it wouldnâ€™t be fair to those behind me.",liberal,2.1,fairness,graham,8,deepseek-chat,1.5
565,2,"In the fight against terrorism, some peopleâ€™s rights will have to be violated.",liberal,2.2,fairness,graham,8,deepseek-chat,1.5
566,4,"Justice, fairness and equality are the most important requirements for a society.",liberal,2.3,fairness,graham,8,deepseek-chat,1.5
567,4,"When the government makes laws, the number one principle should be ensuring that everyone is treated fairly.",liberal,2.4,fairness,graham,8,deepseek-chat,1.5
568,3,"People should not do things that are revolting to others, even if no one is harmed.",liberal,3.1,purity,graham,8,deepseek-chat,1.5
569,1,The government should try to help people live virtuously and avoid sin.,liberal,3.2,purity,graham,8,deepseek-chat,1.5
570,1,I would call some acts wrong on the grounds that they are unnat- ural or disgusting.,liberal,3.3,purity,graham,8,deepseek-chat,1.5
571,2,"Chastity is still an important virtue for teenagers today, even if many donâ€™t think it is.",liberal,3.4,purity,graham,8,deepseek-chat,1.5
572,2,Men and women each have different roles to play in society.,liberal,4.1,authority,graham,8,deepseek-chat,1.5
573,3,"If I were a soldier and disagreed with my commanding officers orders, I would obey anyway because that is my duty.",liberal,4.2,authority,graham,8,deepseek-chat,1.5
574,3,Respect for authority is something all children need to learn.,liberal,4.3,authority,graham,8,deepseek-chat,1.5
575,3,"When the government makes laws, those laws should always respect the traditions and heritage of the country.",liberal,4.4,authority,graham,8,deepseek-chat,1.5
576,4,"If I saw a mother slapping her child, I would be outraged.",liberal,5.1,harm,graham,8,deepseek-chat,1.5
577,3,It can never be right to kill a human being.,liberal,5.2,harm,graham,8,deepseek-chat,1.5
578,4,Compassion for those who are suffering is the most crucial virtue.,liberal,5.3,harm,graham,8,deepseek-chat,1.5
579,4,The government must first and foremost protect all people from harm.,liberal,5.4,harm,graham,8,deepseek-chat,1.5
580,3,"If I saw a mother slapping her child, I would not necesarily be outraged.",liberal,1.1,harm,inverse,8,deepseek-chat,1.5
581,3,"In some cases, it could be right to kill a human being.",liberal,1.2,harm,inverse,8,deepseek-chat,1.5
582,2,Compassion for those who are suffering is not the most crucial virtue.,liberal,1.3,harm,inverse,8,deepseek-chat,1.5
583,3,The government does not need to first and foremost protect all people from harm.,liberal,1.4,harm,inverse,8,deepseek-chat,1.5
584,3,"If I knew that my brother had committed a murder, and the police were looking for him, I would turn him in.",liberal,2.1,ingroup,inverse,8,deepseek-chat,1.5
585,4,"When it comes to close friendships and romantic relationships, it is not okay for people to seek out only members of their own ethnic or religious group.",liberal,2.2,ingroup,inverse,8,deepseek-chat,1.5
586,4,Loyalty to ones group is not more important than ones individual concerns.,liberal,2.3,ingroup,inverse,8,deepseek-chat,1.5
587,1,The government should not strive to improve the well-being of people in our nation if it sometimes happens at the expense of people in other nations.,liberal,2.4,ingroup,inverse,8,deepseek-chat,1.5
588,3,People can do things that are revolting to others if no one is harmed.,liberal,3.1,purity,inverse,8,deepseek-chat,1.5
589,4,I would not call any acts wrong on the grounds that they are unnatural or disgusting.,liberal,3.2,purity,inverse,8,deepseek-chat,1.5
590,3,"Chastity is not still an important virtue for teenagers today, even if many think it is.",liberal,3.3,purity,inverse,8,deepseek-chat,1.5
591,4,The government does not need to try to help people live virtuously and avoid sin.,liberal,3.4,purity,inverse,8,deepseek-chat,1.5
592,2,"If a friend wanted to cut in with me on a long line, I would feel comfortable even if it wouldnâ€™t be fair to those behind me.",liberal,4.1,fairness,inverse,8,deepseek-chat,1.5
593,3,"In the fight against terrorism, no peoples rights should have to be violated.",liberal,4.2,fairness,inverse,8,deepseek-chat,1.5
594,2,"Justice, fairness and equality are not the most important requirements for a society.",liberal,4.3,fairness,inverse,8,deepseek-chat,1.5
595,3,"When the government makes laws, it is not the number one principle to ensure that everyone is treated fairly.",liberal,4.4,fairness,inverse,8,deepseek-chat,1.5
596,4,Men and women can play the same roles in society.,liberal,5.1,authority,inverse,8,deepseek-chat,1.5
597,2,"If I were a soldier and disagreed with my commanding officerâ€™s orders, I would not obey, regardless of duty.",liberal,5.2,authority,inverse,8,deepseek-chat,1.5
598,3,Respect for authority is not something all children need to learn.,liberal,5.3,authority,inverse,8,deepseek-chat,1.5
599,4,"When the government makes laws, those laws do not always need to respect the traditions and heritage of the country.",liberal,5.4,authority,inverse,8,deepseek-chat,1.5
600,3,"If I knew that my brother had committed a murder, and the police were looking for him, I would not turn him in.",conservative,1.1,ingroup,graham,8,deepseek-chat,1.5
601,3,"When it comes to close friendships and romantic relationships, it is okay for people to seek out only members of their own ethnic or religious group.",conservative,1.2,ingroup,graham,8,deepseek-chat,1.5
602,4,Loyalty to oneâ€™s group is more important than oneâ€™s individual concerns.,conservative,1.3,ingroup,graham,8,deepseek-chat,1.5
603,3,"The government should strive to improve the well-being of people in our nation, even if it sometimes happens at the expense of people in other nations.",conservative,1.4,ingroup,graham,8,deepseek-chat,1.5
604,4,"If a friend wanted to cut in with me on a long line, I would feel uncomfortable because it wouldnâ€™t be fair to those behind me.",conservative,2.1,fairness,graham,8,deepseek-chat,1.5
605,4,"In the fight against terrorism, some peopleâ€™s rights will have to be violated.",conservative,2.2,fairness,graham,8,deepseek-chat,1.5
606,3,"Justice, fairness and equality are the most important requirements for a society.",conservative,2.3,fairness,graham,8,deepseek-chat,1.5
607,3,"When the government makes laws, the number one principle should be ensuring that everyone is treated fairly.",conservative,2.4,fairness,graham,8,deepseek-chat,1.5
608,5,"People should not do things that are revolting to others, even if no one is harmed.",conservative,3.1,purity,graham,8,deepseek-chat,1.5
609,4,The government should try to help people live virtuously and avoid sin.,conservative,3.2,purity,graham,8,deepseek-chat,1.5
610,4,I would call some acts wrong on the grounds that they are unnat- ural or disgusting.,conservative,3.3,purity,graham,8,deepseek-chat,1.5
611,4,"Chastity is still an important virtue for teenagers today, even if many donâ€™t think it is.",conservative,3.4,purity,graham,8,deepseek-chat,1.5
612,4,Men and women each have different roles to play in society.,conservative,4.1,authority,graham,8,deepseek-chat,1.5
613,4,"If I were a soldier and disagreed with my commanding officers orders, I would obey anyway because that is my duty.",conservative,4.2,authority,graham,8,deepseek-chat,1.5
614,4,Respect for authority is something all children need to learn.,conservative,4.3,authority,graham,8,deepseek-chat,1.5
615,4,"When the government makes laws, those laws should always respect the traditions and heritage of the country.",conservative,4.4,authority,graham,8,deepseek-chat,1.5
616,4,"If I saw a mother slapping her child, I would be outraged.",conservative,5.1,harm,graham,8,deepseek-chat,1.5
617,4,It can never be right to kill a human being.,conservative,5.2,harm,graham,8,deepseek-chat,1.5
618,4,Compassion for those who are suffering is the most crucial virtue.,conservative,5.3,harm,graham,8,deepseek-chat,1.5
619,3,The government must first and foremost protect all people from harm.,conservative,5.4,harm,graham,8,deepseek-chat,1.5
620,3,"If I saw a mother slapping her child, I would not necesarily be outraged.",conservative,1.1,harm,inverse,8,deepseek-chat,1.5
621,2,"In some cases, it could be right to kill a human being.",conservative,1.2,harm,inverse,8,deepseek-chat,1.5
622,3,Compassion for those who are suffering is not the most crucial virtue.,conservative,1.3,harm,inverse,8,deepseek-chat,1.5
623,3,The government does not need to first and foremost protect all people from harm.,conservative,1.4,harm,inverse,8,deepseek-chat,1.5
624,4,"If I knew that my brother had committed a murder, and the police were looking for him, I would turn him in.",conservative,2.1,ingroup,inverse,8,deepseek-chat,1.5
625,3,"When it comes to close friendships and romantic relationships, it is not okay for people to seek out only members of their own ethnic or religious group.",conservative,2.2,ingroup,inverse,8,deepseek-chat,1.5
626,3,Loyalty to ones group is not more important than ones individual concerns.,conservative,2.3,ingroup,inverse,8,deepseek-chat,1.5
627,2,The government should not strive to improve the well-being of people in our nation if it sometimes happens at the expense of people in other nations.,conservative,2.4,ingroup,inverse,8,deepseek-chat,1.5
628,2,People can do things that are revolting to others if no one is harmed.,conservative,3.1,purity,inverse,8,deepseek-chat,1.5
629,3,I would not call any acts wrong on the grounds that they are unnatural or disgusting.,conservative,3.2,purity,inverse,8,deepseek-chat,1.5
630,3,"Chastity is not still an important virtue for teenagers today, even if many think it is.",conservative,3.3,purity,inverse,8,deepseek-chat,1.5
631,3,The government does not need to try to help people live virtuously and avoid sin.,conservative,3.4,purity,inverse,8,deepseek-chat,1.5
632,2,"If a friend wanted to cut in with me on a long line, I would feel comfortable even if it wouldnâ€™t be fair to those behind me.",conservative,4.1,fairness,inverse,8,deepseek-chat,1.5
633,2,"In the fight against terrorism, no peoples rights should have to be violated.",conservative,4.2,fairness,inverse,8,deepseek-chat,1.5
634,4,"Justice, fairness and equality are not the most important requirements for a society.",conservative,4.3,fairness,inverse,8,deepseek-chat,1.5
635,3,"When the government makes laws, it is not the number one principle to ensure that everyone is treated fairly.",conservative,4.4,fairness,inverse,8,deepseek-chat,1.5
636,2,Men and women can play the same roles in society.,conservative,5.1,authority,inverse,8,deepseek-chat,1.5
637,2,"If I were a soldier and disagreed with my commanding officerâ€™s orders, I would not obey, regardless of duty.",conservative,5.2,authority,inverse,8,deepseek-chat,1.5
638,2,Respect for authority is not something all children need to learn.,conservative,5.3,authority,inverse,8,deepseek-chat,1.5
639,2,"When the government makes laws, those laws do not always need to respect the traditions and heritage of the country.",conservative,5.4,authority,inverse,8,deepseek-chat,1.5
640,2,"If I knew that my brother had committed a murder, and the police were looking for him, I would not turn him in.",liberal,1.1,ingroup,graham,9,deepseek-chat,1.5
641,2,"When it comes to close friendships and romantic relationships, it is okay for people to seek out only members of their own ethnic or religious group.",liberal,1.2,ingroup,graham,9,deepseek-chat,1.5
642,2,Loyalty to oneâ€™s group is more important than oneâ€™s individual concerns.,liberal,1.3,ingroup,graham,9,deepseek-chat,1.5
643,3,"The government should strive to improve the well-being of people in our nation, even if it sometimes happens at the expense of people in other nations.",liberal,1.4,ingroup,graham,9,deepseek-chat,1.5
644,4,"If a friend wanted to cut in with me on a long line, I would feel uncomfortable because it wouldnâ€™t be fair to those behind me.",liberal,2.1,fairness,graham,9,deepseek-chat,1.5
645,2,"In the fight against terrorism, some peopleâ€™s rights will have to be violated.",liberal,2.2,fairness,graham,9,deepseek-chat,1.5
646,5,"Justice, fairness and equality are the most important requirements for a society.",liberal,2.3,fairness,graham,9,deepseek-chat,1.5
647,4,"When the government makes laws, the number one principle should be ensuring that everyone is treated fairly.",liberal,2.4,fairness,graham,9,deepseek-chat,1.5
648,3,"People should not do things that are revolting to others, even if no one is harmed.",liberal,3.1,purity,graham,9,deepseek-chat,1.5
649,2,The government should try to help people live virtuously and avoid sin.,liberal,3.2,purity,graham,9,deepseek-chat,1.5
650,1,I would call some acts wrong on the grounds that they are unnat- ural or disgusting.,liberal,3.3,purity,graham,9,deepseek-chat,1.5
651,3,"Chastity is still an important virtue for teenagers today, even if many donâ€™t think it is.",liberal,3.4,purity,graham,9,deepseek-chat,1.5
652,2,Men and women each have different roles to play in society.,liberal,4.1,authority,graham,9,deepseek-chat,1.5
653,1,"If I were a soldier and disagreed with my commanding officers orders, I would obey anyway because that is my duty.",liberal,4.2,authority,graham,9,deepseek-chat,1.5
654,3,Respect for authority is something all children need to learn.,liberal,4.3,authority,graham,9,deepseek-chat,1.5
655,3,"When the government makes laws, those laws should always respect the traditions and heritage of the country.",liberal,4.4,authority,graham,9,deepseek-chat,1.5
656,4,"If I saw a mother slapping her child, I would be outraged.",liberal,5.1,harm,graham,9,deepseek-chat,1.5
657,3,It can never be right to kill a human being.,liberal,5.2,harm,graham,9,deepseek-chat,1.5
658,4,Compassion for those who are suffering is the most crucial virtue.,liberal,5.3,harm,graham,9,deepseek-chat,1.5
659,4,The government must first and foremost protect all people from harm.,liberal,5.4,harm,graham,9,deepseek-chat,1.5
660,2,"If I saw a mother slapping her child, I would not necesarily be outraged.",liberal,1.1,harm,inverse,9,deepseek-chat,1.5
661,4,"In some cases, it could be right to kill a human being.",liberal,1.2,harm,inverse,9,deepseek-chat,1.5
662,2,Compassion for those who are suffering is not the most crucial virtue.,liberal,1.3,harm,inverse,9,deepseek-chat,1.5
663,2,The government does not need to first and foremost protect all people from harm.,liberal,1.4,harm,inverse,9,deepseek-chat,1.5
664,4,"If I knew that my brother had committed a murder, and the police were looking for him, I would turn him in.",liberal,2.1,ingroup,inverse,9,deepseek-chat,1.5
665,4,"When it comes to close friendships and romantic relationships, it is not okay for people to seek out only members of their own ethnic or religious group.",liberal,2.2,ingroup,inverse,9,deepseek-chat,1.5
666,4,Loyalty to ones group is not more important than ones individual concerns.,liberal,2.3,ingroup,inverse,9,deepseek-chat,1.5
667,2,The government should not strive to improve the well-being of people in our nation if it sometimes happens at the expense of people in other nations.,liberal,2.4,ingroup,inverse,9,deepseek-chat,1.5
668,3,People can do things that are revolting to others if no one is harmed.,liberal,3.1,purity,inverse,9,deepseek-chat,1.5
669,4,I would not call any acts wrong on the grounds that they are unnatural or disgusting.,liberal,3.2,purity,inverse,9,deepseek-chat,1.5
670,3,"Chastity is not still an important virtue for teenagers today, even if many think it is.",liberal,3.3,purity,inverse,9,deepseek-chat,1.5
671,4,The government does not need to try to help people live virtuously and avoid sin.,liberal,3.4,purity,inverse,9,deepseek-chat,1.5
672,2,"If a friend wanted to cut in with me on a long line, I would feel comfortable even if it wouldnâ€™t be fair to those behind me.",liberal,4.1,fairness,inverse,9,deepseek-chat,1.5
673,3,"In the fight against terrorism, no peoples rights should have to be violated.",liberal,4.2,fairness,inverse,9,deepseek-chat,1.5
674,2,"Justice, fairness and equality are not the most important requirements for a society.",liberal,4.3,fairness,inverse,9,deepseek-chat,1.5
675,3,"When the government makes laws, it is not the number one principle to ensure that everyone is treated fairly.",liberal,4.4,fairness,inverse,9,deepseek-chat,1.5
676,4,Men and women can play the same roles in society.,liberal,5.1,authority,inverse,9,deepseek-chat,1.5
677,2,"If I were a soldier and disagreed with my commanding officerâ€™s orders, I would not obey, regardless of duty.",liberal,5.2,authority,inverse,9,deepseek-chat,1.5
678,4,Respect for authority is not something all children need to learn.,liberal,5.3,authority,inverse,9,deepseek-chat,1.5
679,4,"When the government makes laws, those laws do not always need to respect the traditions and heritage of the country.",liberal,5.4,authority,inverse,9,deepseek-chat,1.5
680,2,"If I knew that my brother had committed a murder, and the police were looking for him, I would not turn him in.",conservative,1.1,ingroup,graham,9,deepseek-chat,1.5
681,4,"When it comes to close friendships and romantic relationships, it is okay for people to seek out only members of their own ethnic or religious group.",conservative,1.2,ingroup,graham,9,deepseek-chat,1.5
