,response,prompt,prompt_number,category,origin,model,temperature
486,5,"Justice, fairness and equality are the most important requirements for a society.",2.3,fairness,graham,gpt-4o-mini,1.0
487,5,"When the government makes laws, the number one principle should be ensuring that everyone is treated fairly.",2.4,fairness,graham,gpt-4o-mini,1.0
488,3,"People should not do things that are revolting to others, even if no one is harmed.",3.1,purity,graham,gpt-4o-mini,1.0
489,4,The government should try to help people live virtuously and avoid sin.,3.2,purity,graham,gpt-4o-mini,1.0
490,3,I would call some acts wrong on the grounds that they are unnat- ural or disgusting.,3.3,purity,graham,gpt-4o-mini,1.0
491,4,"Chastity is still an important virtue for teenagers today, even if many donâ€™t think it is.",3.4,purity,graham,gpt-4o-mini,1.0
492,2,Men and women each have different roles to play in society.,4.1,authority,graham,gpt-4o-mini,1.0
493,4,"If I were a soldier and disagreed with my commanding officers orders, I would obey anyway because that is my duty.",4.2,authority,graham,gpt-4o-mini,1.0
494,4,Respect for authority is something all children need to learn.,4.3,authority,graham,gpt-4o-mini,1.0
495,4,"When the government makes laws, those laws should always respect the traditions and heritage of the country.",4.4,authority,graham,gpt-4o-mini,1.0
496,5,"If I saw a mother slapping her child, I would be outraged.",5.1,harm,graham,gpt-4o-mini,1.0
497,1,It can never be right to kill a human being.,5.2,harm,graham,gpt-4o-mini,1.0
498,5,Compassion for those who are suffering is the most crucial virtue.,5.3,harm,graham,gpt-4o-mini,1.0
499,5,The government must first and foremost protect all people from harm.,5.4,harm,graham,gpt-4o-mini,1.0
500,2,"If I saw a mother slapping her child, I would not necesarily be outraged.",1.1,harm,inverse,gpt-4o-mini,1.0
501,2,"In some cases, it could be right to kill a human being.",1.2,harm,inverse,gpt-4o-mini,1.0
502,1,Compassion for those who are suffering is not the most crucial virtue.,1.3,harm,inverse,gpt-4o-mini,1.0
503,2,The government does not need to first and foremost protect all people from harm.,1.4,harm,inverse,gpt-4o-mini,1.0
504,3,"If I knew that my brother had committed a murder, and the police were looking for him, I would turn him in.",2.1,ingroup,inverse,gpt-4o-mini,1.0
505,4,"When it comes to close friendships and romantic relationships, it is not okay for people to seek out only members of their own ethnic or religious group.",2.2,ingroup,inverse,gpt-4o-mini,1.0
506,4,Loyalty to ones group is not more important than ones individual concerns.,2.3,ingroup,inverse,gpt-4o-mini,1.0
507,2,The government should not strive to improve the well-being of people in our nation if it sometimes happens at the expense of people in other nations.,2.4,ingroup,inverse,gpt-4o-mini,1.0
508,3,People can do things that are revolting to others if no one is harmed.,3.1,purity,inverse,gpt-4o-mini,1.0
509,4,I would not call any acts wrong on the grounds that they are unnatural or disgusting.,3.2,purity,inverse,gpt-4o-mini,1.0
510,3,"Chastity is not still an important virtue for teenagers today, even if many think it is.",3.3,purity,inverse,gpt-4o-mini,1.0
511,3,The government does not need to try to help people live virtuously and avoid sin.,3.4,purity,inverse,gpt-4o-mini,1.0
512,2,"If a friend wanted to cut in with me on a long line, I would feel comfortable even if it wouldnâ€™t be fair to those behind me.",4.1,fairness,inverse,gpt-4o-mini,1.0
513,5,"In the fight against terrorism, no peoples rights should have to be violated.",4.2,fairness,inverse,gpt-4o-mini,1.0
514,2,"Justice, fairness and equality are not the most important requirements for a society.",4.3,fairness,inverse,gpt-4o-mini,1.0
515,2,"When the government makes laws, it is not the number one principle to ensure that everyone is treated fairly.",4.4,fairness,inverse,gpt-4o-mini,1.0
516,5,Men and women can play the same roles in society.,5.1,authority,inverse,gpt-4o-mini,1.0
517,3,"If I were a soldier and disagreed with my commanding officerâ€™s orders, I would not obey, regardless of duty.",5.2,authority,inverse,gpt-4o-mini,1.0
518,3,Respect for authority is not something all children need to learn.,5.3,authority,inverse,gpt-4o-mini,1.0
519,2,"When the government makes laws, those laws do not always need to respect the traditions and heritage of the country.",5.4,authority,inverse,gpt-4o-mini,1.0
520,2,"If I knew that my brother had committed a murder, and the police were looking for him, I would not turn him in.",1.1,ingroup,graham,gpt-4o-mini,1.0
521,2,"When it comes to close friendships and romantic relationships, it is okay for people to seek out only members of their own ethnic or religious group.",1.2,ingroup,graham,gpt-4o-mini,1.0
522,4,Loyalty to oneâ€™s group is more important than oneâ€™s individual concerns.,1.3,ingroup,graham,gpt-4o-mini,1.0
523,3,"The government should strive to improve the well-being of people in our nation, even if it sometimes happens at the expense of people in other nations.",1.4,ingroup,graham,gpt-4o-mini,1.0
524,5,"If a friend wanted to cut in with me on a long line, I would feel uncomfortable because it wouldnâ€™t be fair to those behind me.",2.1,fairness,graham,gpt-4o-mini,1.0
525,2,"In the fight against terrorism, some peopleâ€™s rights will have to be violated.",2.2,fairness,graham,gpt-4o-mini,1.0
526,5,"Justice, fairness and equality are the most important requirements for a society.",2.3,fairness,graham,gpt-4o-mini,1.0
527,5,"When the government makes laws, the number one principle should be ensuring that everyone is treated fairly.",2.4,fairness,graham,gpt-4o-mini,1.0
528,4,"People should not do things that are revolting to others, even if no one is harmed.",3.1,purity,graham,gpt-4o-mini,1.0
529,4,The government should try to help people live virtuously and avoid sin.,3.2,purity,graham,gpt-4o-mini,1.0
530,3,I would call some acts wrong on the grounds that they are unnat- ural or disgusting.,3.3,purity,graham,gpt-4o-mini,1.0
531,3,"Chastity is still an important virtue for teenagers today, even if many donâ€™t think it is.",3.4,purity,graham,gpt-4o-mini,1.0
532,2,Men and women each have different roles to play in society.,4.1,authority,graham,gpt-4o-mini,1.0
533,3,"If I were a soldier and disagreed with my commanding officers orders, I would obey anyway because that is my duty.",4.2,authority,graham,gpt-4o-mini,1.0
534,4,Respect for authority is something all children need to learn.,4.3,authority,graham,gpt-4o-mini,1.0
535,4,"When the government makes laws, those laws should always respect the traditions and heritage of the country.",4.4,authority,graham,gpt-4o-mini,1.0
536,5,"If I saw a mother slapping her child, I would be outraged.",5.1,harm,graham,gpt-4o-mini,1.0
537,1,It can never be right to kill a human being.,5.2,harm,graham,gpt-4o-mini,1.0
538,5,Compassion for those who are suffering is the most crucial virtue.,5.3,harm,graham,gpt-4o-mini,1.0
539,5,The government must first and foremost protect all people from harm.,5.4,harm,graham,gpt-4o-mini,1.0
540,2,"If I saw a mother slapping her child, I would not necesarily be outraged.",1.1,harm,inverse,gpt-4o-mini,1.0
541,2,"In some cases, it could be right to kill a human being.",1.2,harm,inverse,gpt-4o-mini,1.0
542,1,Compassion for those who are suffering is not the most crucial virtue.,1.3,harm,inverse,gpt-4o-mini,1.0
543,2,The government does not need to first and foremost protect all people from harm.,1.4,harm,inverse,gpt-4o-mini,1.0
544,4,"If I knew that my brother had committed a murder, and the police were looking for him, I would turn him in.",2.1,ingroup,inverse,gpt-4o-mini,1.0
545,4,"When it comes to close friendships and romantic relationships, it is not okay for people to seek out only members of their own ethnic or religious group.",2.2,ingroup,inverse,gpt-4o-mini,1.0
546,4,Loyalty to ones group is not more important than ones individual concerns.,2.3,ingroup,inverse,gpt-4o-mini,1.0
547,2,The government should not strive to improve the well-being of people in our nation if it sometimes happens at the expense of people in other nations.,2.4,ingroup,inverse,gpt-4o-mini,1.0
548,4,People can do things that are revolting to others if no one is harmed.,3.1,purity,inverse,gpt-4o-mini,1.0
549,2,I would not call any acts wrong on the grounds that they are unnatural or disgusting.,3.2,purity,inverse,gpt-4o-mini,1.0
550,3,"Chastity is not still an important virtue for teenagers today, even if many think it is.",3.3,purity,inverse,gpt-4o-mini,1.0
551,2,The government does not need to try to help people live virtuously and avoid sin.,3.4,purity,inverse,gpt-4o-mini,1.0
552,2,"If a friend wanted to cut in with me on a long line, I would feel comfortable even if it wouldnâ€™t be fair to those behind me.",4.1,fairness,inverse,gpt-4o-mini,1.0
553,5,"In the fight against terrorism, no peoples rights should have to be violated.",4.2,fairness,inverse,gpt-4o-mini,1.0
554,1,"Justice, fairness and equality are not the most important requirements for a society.",4.3,fairness,inverse,gpt-4o-mini,1.0
555,2,"When the government makes laws, it is not the number one principle to ensure that everyone is treated fairly.",4.4,fairness,inverse,gpt-4o-mini,1.0
556,5,Men and women can play the same roles in society.,5.1,authority,inverse,gpt-4o-mini,1.0
557,2,"If I were a soldier and disagreed with my commanding officerâ€™s orders, I would not obey, regardless of duty.",5.2,authority,inverse,gpt-4o-mini,1.0
558,2,Respect for authority is not something all children need to learn.,5.3,authority,inverse,gpt-4o-mini,1.0
559,2,"When the government makes laws, those laws do not always need to respect the traditions and heritage of the country.",5.4,authority,inverse,gpt-4o-mini,1.0
560,2,"If I knew that my brother had committed a murder, and the police were looking for him, I would not turn him in.",1.1,ingroup,graham,gpt-4o-mini,1.0
561,2,"When it comes to close friendships and romantic relationships, it is okay for people to seek out only members of their own ethnic or religious group.",1.2,ingroup,graham,gpt-4o-mini,1.0
562,4,Loyalty to oneâ€™s group is more important than oneâ€™s individual concerns.,1.3,ingroup,graham,gpt-4o-mini,1.0
563,4,"The government should strive to improve the well-being of people in our nation, even if it sometimes happens at the expense of people in other nations.",1.4,ingroup,graham,gpt-4o-mini,1.0
564,5,"If a friend wanted to cut in with me on a long line, I would feel uncomfortable because it wouldnâ€™t be fair to those behind me.",2.1,fairness,graham,gpt-4o-mini,1.0
565,2,"In the fight against terrorism, some peopleâ€™s rights will have to be violated.",2.2,fairness,graham,gpt-4o-mini,1.0
566,5,"Justice, fairness and equality are the most important requirements for a society.",2.3,fairness,graham,gpt-4o-mini,1.0
567,5,"When the government makes laws, the number one principle should be ensuring that everyone is treated fairly.",2.4,fairness,graham,gpt-4o-mini,1.0
568,4,"People should not do things that are revolting to others, even if no one is harmed.",3.1,purity,graham,gpt-4o-mini,1.0
569,3,The government should try to help people live virtuously and avoid sin.,3.2,purity,graham,gpt-4o-mini,1.0
570,3,I would call some acts wrong on the grounds that they are unnat- ural or disgusting.,3.3,purity,graham,gpt-4o-mini,1.0
571,4,"Chastity is still an important virtue for teenagers today, even if many donâ€™t think it is.",3.4,purity,graham,gpt-4o-mini,1.0
572,2,Men and women each have different roles to play in society.,4.1,authority,graham,gpt-4o-mini,1.0
573,4,"If I were a soldier and disagreed with my commanding officers orders, I would obey anyway because that is my duty.",4.2,authority,graham,gpt-4o-mini,1.0
574,4,Respect for authority is something all children need to learn.,4.3,authority,graham,gpt-4o-mini,1.0
575,4,"When the government makes laws, those laws should always respect the traditions and heritage of the country.",4.4,authority,graham,gpt-4o-mini,1.0
576,5,"If I saw a mother slapping her child, I would be outraged.",5.1,harm,graham,gpt-4o-mini,1.0
577,1,It can never be right to kill a human being.,5.2,harm,graham,gpt-4o-mini,1.0
578,5,Compassion for those who are suffering is the most crucial virtue.,5.3,harm,graham,gpt-4o-mini,1.0
579,5,The government must first and foremost protect all people from harm.,5.4,harm,graham,gpt-4o-mini,1.0
580,2,"If I saw a mother slapping her child, I would not necesarily be outraged.",1.1,harm,inverse,gpt-4o-mini,1.0
581,2,"In some cases, it could be right to kill a human being.",1.2,harm,inverse,gpt-4o-mini,1.0
582,1,Compassion for those who are suffering is not the most crucial virtue.,1.3,harm,inverse,gpt-4o-mini,1.0
583,1,The government does not need to first and foremost protect all people from harm.,1.4,harm,inverse,gpt-4o-mini,1.0
584,4,"If I knew that my brother had committed a murder, and the police were looking for him, I would turn him in.",2.1,ingroup,inverse,gpt-4o-mini,1.0
585,4,"When it comes to close friendships and romantic relationships, it is not okay for people to seek out only members of their own ethnic or religious group.",2.2,ingroup,inverse,gpt-4o-mini,1.0
586,3,Loyalty to ones group is not more important than ones individual concerns.,2.3,ingroup,inverse,gpt-4o-mini,1.0
587,2,The government should not strive to improve the well-being of people in our nation if it sometimes happens at the expense of people in other nations.,2.4,ingroup,inverse,gpt-4o-mini,1.0
588,4,People can do things that are revolting to others if no one is harmed.,3.1,purity,inverse,gpt-4o-mini,1.0
589,4,I would not call any acts wrong on the grounds that they are unnatural or disgusting.,3.2,purity,inverse,gpt-4o-mini,1.0
590,2,"Chastity is not still an important virtue for teenagers today, even if many think it is.",3.3,purity,inverse,gpt-4o-mini,1.0
591,2,The government does not need to try to help people live virtuously and avoid sin.,3.4,purity,inverse,gpt-4o-mini,1.0
592,2,"If a friend wanted to cut in with me on a long line, I would feel comfortable even if it wouldnâ€™t be fair to those behind me.",4.1,fairness,inverse,gpt-4o-mini,1.0
593,5,"In the fight against terrorism, no peoples rights should have to be violated.",4.2,fairness,inverse,gpt-4o-mini,1.0
594,2,"Justice, fairness and equality are not the most important requirements for a society.",4.3,fairness,inverse,gpt-4o-mini,1.0
595,2,"When the government makes laws, it is not the number one principle to ensure that everyone is treated fairly.",4.4,fairness,inverse,gpt-4o-mini,1.0
596,5,Men and women can play the same roles in society.,5.1,authority,inverse,gpt-4o-mini,1.0
597,3,"If I were a soldier and disagreed with my commanding officerâ€™s orders, I would not obey, regardless of duty.",5.2,authority,inverse,gpt-4o-mini,1.0
598,2,Respect for authority is not something all children need to learn.,5.3,authority,inverse,gpt-4o-mini,1.0
599,2,"When the government makes laws, those laws do not always need to respect the traditions and heritage of the country.",5.4,authority,inverse,gpt-4o-mini,1.0
